genres,spoken_languages,title,vote_average
['Comedy'],['English'],Snowed Under,0.0
"['Adventure', 'Drama', 'Music']","['English', 'Italiano']",Fisherman's Wharf,0.0
['Comedy'],['Português'],If I Were You 2,5.9
['Documentary'],[],Electrocuting an Elephant,2.3
['Documentary'],[],Serena,7.0
['Comedy'],['Português'],Vai Que Dá Certo,6.1
"['Crime', 'Drama', 'Thriller', 'Mystery']",['English'],Perry Mason Returns,6.5
"['Comedy', 'Drama']",['English'],Rainbow Time,5.8
"['Crime', 'Drama', 'Thriller']",['English'],Hacker,6.4
"['Romance', 'Drama']",['English'],The Free World,5.4
"['Thriller', 'Drama']",['한국어/조선말'],The Exclusive : Beat the Devil's Tattoo,5.8
['Animation'],['Pусский'],Tri Bogatyrya na Dalnikh Beregakh,5.3
"['Adventure', 'Animation', 'Comedy', 'Fantasy']",['Pусский'],Three Heroes and Julius Caesar,6.0
"['Animation', 'Family', 'Comedy', 'Adventure']",['Pусский'],Tri bogatyrya i Shamakhanskaya tsaritsa,5.6
"['Drama', 'Animation']",['English'],The Maker,7.9
['Comedy'],['Deutsch'],Eltern,6.1
"['Drama', 'Thriller', 'TV Movie']",['English'],Rear Window,4.9
[],['English'],Perry Mason: The Case of the Notorious Nun,7.0
"['Comedy', 'Horror', 'Thriller']",['English'],The Greasy Strangler,6.1
['Horror'],['日本語'],Tormented,4.6
"['Horror', 'Drama']",['Español'],Akelarre,3.0
['Action'],[],Parole Violators,7.0
"['Drama', 'History']",['Français'],The Other Dumas,6.1
['Drama'],"['English', 'Español']",20th Century Women,7.3
"['Comedy', 'Drama']",['svenska'],My Future Love,10.0
"['Crime', 'Drama']",['English'],Perry Mason: The Case of the Shooting Star,6.0
"['Crime', 'Thriller']",['English'],Money,5.6
['Documentary'],[],Glory Daze: The Life and Times of Michael Alig,6.0
"['Crime', 'Drama', 'Mystery']",['English'],Perry Mason: The Case of the Lost Love,6.5
['Documentary'],['No Language'],Buffalo Running,5.4
"['Animation', 'Comedy']",['English'],Inner Workings,8.2
['Comedy'],['български език'],King for a Day,9.0
"['History', 'Documentary']",['English'],Seeing Red: Stories of American Communists,5.5
"['Romance', 'Drama']",['English'],Alcatraz Island,5.0
[],"['Deutsch', 'हिन्दी']",Army,5.0
"['Drama', 'Music']",['English'],Broadway Babies,0.0
['Documentary'],['English'],Marathon: The Patriots Day Bombing,6.6
['Documentary'],['English'],Mourning Son,0.0
['Horror'],['English'],Shadows of the Dead,6.2
"['Drama', 'Comedy', 'Music']",['English'],Show Girl in Hollywood,4.8
"['Crime', 'Drama', 'Horror']",['Español'],The Man Without a Face,8.0
"['Comedy', 'Romance']",['English'],"Yes, My Darling Daughter",6.0
"['Drama', 'Comedy']",['עִבְרִית'],The Women's Balcony,7.5
['Documentary'],['English'],The Hurt Business,5.6
"['Drama', 'Comedy', 'Romance']","['English', 'Français', 'Íslenska']",The Together Project,6.3
"['Music', 'Documentary']",[],Pentatonix: On My Way Home,6.9
['Documentary'],"['English', 'Español']",Evacuate Earth,7.2
['TV Movie'],['English'],October Kiss,6.5
"['TV Movie', 'Drama']",['English'],Mom at Sixteen,4.4
['Documentary'],[],The End,0.0
['Drama'],[],Political Animals,7.0
['Documentary'],[],Kevorkian,7.0
['Documentary'],[],This is What Love in Action Looks Like,2.5
['Documentary'],[],Fish out of Water,6.0
['Documentary'],['English'],High The True Tale of American Marijuana,6.0
['Documentary'],['English'],Patriocracy,6.8
['Documentary'],[],Lynching Charlie Lynch,4.0
['Comedy'],['English'],Kathy Griffin: Pants Off,0.0
['Romance'],['English'],Longhorns,5.4
['Music'],['English'],Memphis: The Broadway Musical,8.0
['Music'],['English'],Liza Minnelli: Liza With a Z,6.6
[],[],Sondheim! The Birthday Concert,0.0
['Comedy'],['English'],Lisa Lampanelli: Dirty Girl,0.0
['Comedy'],['English'],Lisa Lampanelli: Long Live The Queen,4.3
['Comedy'],['English'],Kathy Griffin: She'll Cut a Bitch,9.0
['Drama'],['Français'],Mercenary,6.8
['Documentary'],['English'],Froning: The Fittest Man In History,6.5
['Drama'],['Español'],Inevitable,0.0
"['War', 'Drama', 'History']",['Español'],1898. Our Last Men in the Philippines,6.5
"['Action', 'Adventure', 'Fantasy']","['English', '普通话', 'Español']",The Great Wall,5.8
['Animation'],['English'],This Land Is Mine,6.1
[],['Español'],Carne de horca,5.0
['Comedy'],['English'],Big Jay Oakerson: Live at Webster Hall,10.0
['Comedy'],['English'],Tom Papa: Live in New York City,4.5
['Comedy'],['English'],Slash,6.6
['Comedy'],['English'],Reggie Watts: Spatial,7.0
['Thriller'],"['English', 'Deutsch']",Mercy,4.1
"['Romance', 'Comedy']",['English'],The Matchbreaker,6.0
"['Comedy', 'Drama', 'Fantasy', 'Romance']","['', 'English']",This Beautiful Fantastic,7.3
"['Romance', 'Comedy', 'Drama']",['suomi'],The Howling Miller,6.0
"['Drama', 'History']",['English'],The Founder,7.0
"['Drama', 'Thriller']",['English'],Perry Mason: The Case of the Sinister Spirit,6.5
['Science Fiction'],['English'],Pixels,6.8
['Documentary'],['English'],Under the Sea 3D,6.8
"['Comedy', 'Music']",['English'],Hairspray Live!,7.0
['Documentary'],[],Thank You for Playing,7.0
['Animation'],[],This Unnameable Little Broom,6.2
['Animation'],[],Street of Crocodiles,7.0
"['Drama', 'Thriller']",['svenska'],Blowfly Park,5.0
"['Action', 'Adventure', 'Drama']","['English', 'Français', 'Deutsch', 'Polski']",Spies of Warsaw,6.7
"['Fantasy', 'Animation', 'Science Fiction', 'Foreign']",['日本語'],Twilight of the Dark Master,5.5
"['Mystery', 'Thriller']",['日本語'],Creepy,6.3
[],['Español'],Fantasía... 3,5.0
['Drama'],['Español'],The Priest,5.0
"['Comedy', 'Drama', 'Foreign']",['Español'],The Tobacconist of Vallecas,5.8
['Horror'],['Español'],Turn of the Screw,6.7
['Drama'],['Español'],Overdose,5.1
['Drama'],['Español'],Colegas,7.3
"['Crime', 'Drama']",['Español'],Candy Razors,6.2
"['Drama', 'Foreign']",['Español'],The deputy,5.0
"['Comedy', 'Crime', 'Drama']",['Español'],Forbidden Love Game,3.5
['Horror'],['Español'],No One Heard the Scream,6.4
"['Thriller', 'Crime']",['Español'],Murder in a Blue World,4.2
"['Drama', 'Horror', 'Thriller']",['Español'],The Cannibal Man,6.4
"['Mystery', 'Horror']",['Español'],Glass Ceiling,5.0
['Comedy'],['English'],Why Him?,6.3
['Documentary'],['English'],A Fuller Life,7.0
[],[],Helium,6.0
['Comedy'],['English'],Kickassia,5.2
"['Adventure', 'Comedy', 'Fantasy']",['English'],Suburban Knights,6.2
[],[],To Boldly Flee,6.6
['Documentary'],"['English', 'Pусский', 'Український']",Dancer,6.7
['Documentary'],['English'],I Am Bolt,6.7
"['Animation', 'Comedy', 'Drama', 'Family', 'Music']",['English'],Sing,6.8
"['Drama', 'Romance']",['हिन्दी'],Dear Zindagi,6.9
"['Crime', 'Thriller']",['हिन्दी'],Kahaani 2,6.2
"['TV Movie', 'Comedy', 'Drama', 'Family']",['English'],My Family and Other Animals,5.9
['Comedy'],[],Jasper Redd: Jazz Talk,0.0
['Drama'],['English'],When Saturday Comes,5.3
['Comedy'],['English'],John Hodgman: RAGNAROK,5.8
"['Romance', 'Drama', 'Comedy']",['English'],The Spoils of Babylon,6.4
['Comedy'],['English'],Hannibal Buress: Animal Furnace,7.8
['Comedy'],['English'],Wyatt Cenac: Brooklyn,7.2
['Comedy'],['English'],Matt Braunger: Big Dumb Animal,8.6
"['Action', 'Science Fiction', 'Horror', 'Thriller']",['English'],Automatic,6.0
['Documentary'],['English'],I Am Not Your Negro,8.0
['Mystery'],['English'],Perry Mason: The Case of the Murdered Madam,5.5
"['Thriller', 'Drama']",['English'],Wildflower,5.8
"['Action', 'Horror', 'Science Fiction', 'Thriller']","['', 'English']",Wonder Women,5.5
"['Drama', 'Foreign']",['Español'],The Other Conquest,5.4
"['Drama', 'Thriller', 'Horror', 'Fantasy']",['Español'],Blacker than the Night,5.9
"['Crime', 'Animation', 'Comedy']",['Dansk'],The Olsen Gang in Deep Trouble,6.0
"['Comedy', 'Romance']",['ελληνικά'],The Bachelor,10.0
"['Romance', 'Comedy', 'Drama']",['English'],Nobody Walks in L.A.,9.5
"['Mystery', 'Crime', 'Thriller']",['English'],"Kiss Me, Kill Me",0.0
"['Drama', 'Thriller', 'Horror']",['English'],Jack Goes Home,5.1
"['Comedy', 'Foreign']",['한국어/조선말'],Crush and Blush,5.7
"['Drama', 'Romance']",[],Echo Park,6.0
"['Comedy', 'Drama']",['English'],A Year and Change,6.5
[],['svenska'],Dirch Passer vælter byen,0.0
"['Action', 'Crime', 'Thriller']",['English'],End of a Gun,4.8
['Comedy'],['Português'],Tamo Junto,3.5
['Documentary'],[],Breaking a Monster,1.0
[],[],The Golden Ball,8.5
['Documentary'],[],Muhammad: Legacy of a Prophet,6.5
['Comedy'],['Français'],Happy Easter,6.2
[],['svenska'],The Giant,6.4
"['Family', 'Comedy', 'Drama']",['English'],Miss India America,3.7
"['Drama', 'Thriller']",['English'],Sugar Mountain,5.9
"['Comedy', 'Drama', 'Romance']","['English', 'Français']",In Bed with Victoria,5.3
"['Adventure', 'Comedy', 'Drama']",['English'],Well Wishes,4.6
"['Animation', 'Fantasy', 'Mystery']",[],Alma,7.0
[],[],The Light of Freedom,0.0
"['Action', 'Thriller']",['English'],Darkweb,2.4
"['Family', 'Fantasy', 'Adventure']",['English'],Perri,7.3
"['Family', 'Drama']",['한국어/조선말'],Thread of Lies,7.9
['Drama'],['English'],Alone in Berlin,6.4
"['Comedy', 'Romance']",['普通话'],At Cafe 6,6.0
"['Romance', 'Comedy']","['English', '日本語']",The Kodai Family,8.7
['Comedy'],['English'],Kyle Kinane: Whiskey Icarus,9.0
['Comedy'],['English'],Kyle Kinane: Loose in Chicago,9.0
['Comedy'],['English'],Kyle Kinane: I Liked His Old Stuff Better,9.0
['Comedy'],"['Deutsch', 'Český']",The Inheritance or Fuckoffguysgoodday,6.2
['Thriller'],['Magyar'],Strangled,6.6
"['Drama', 'Romance']",['日本語'],Say 'I Love You',6.3
"['Drama', 'Thriller']",['Français'],Omertà,4.4
['Documentary'],"['English', 'Français', 'हिन्दी', 'العربية']",Slums: Cities of Tomorrow,0.0
"['Documentary', 'Foreign']","['English', '한국어/조선말']",Crossing the Line,7.8
"['Action', 'Drama', 'History', 'Western']",['English'],The Legend of Ben Hall,6.6
['Drama'],['Italiano'],Mister Universo,0.0
['Drama'],['Español'],7 Years,6.1
['Drama'],['日本語'],Vampire in Love,6.5
"['Drama', 'Thriller']",['English'],Perry Mason: The Case of the Scandalous Scoundrel,0.0
"['Comedy', 'Drama', 'Horror']",['Deutsch'],The Bunker,6.5
"['Adventure', 'Horror']",['English'],Beyond the Gates,4.9
['Thriller'],['English'],The Interior,4.7
"['Comedy', 'Drama', 'Horror']",['English'],Harold's Going Stiff,4.3
"['Drama', 'Horror']",['English'],The House on Pine Street,4.9
"['Horror', 'Comedy']",[],Bloody Knuckles,5.3
['Science Fiction'],['English'],Pass-Thru,0.0
['Comedy'],['Dansk'],The Reunion 2 - The Funeral,5.4
[],[],Two Fencers,6.0
"['Drama', 'Romance']",['Pусский'],The Blizzard,5.0
['Drama'],"['Deutsch', 'Türkçe']",1. Mai – Helden bei der Arbeit,2.0
['Documentary'],['English'],The Fourth Phase,8.2
['Mystery'],['English'],Perry Mason: The Case of the Avenging Ace,6.0
"['Comedy', 'Foreign', 'Romance']","['Afrikaans', '', 'isiZulu', 'English']",White Wedding,2.5
"['Crime', 'Horror']",['Pусский'],Paranormal Drive,6.4
"['Drama', 'Thriller']",['فارسی'],Life+1 Day,9.4
['Drama'],['English'],Coming Through The Rye,6.8
"['Adventure', 'Science Fiction']",['English'],Glen and Randa,4.7
[],[],Pictures from Life's Other Side,0.0
[],['English'],My Girlfriend's Wedding,5.0
['Documentary'],['Türkçe'],Kedi,7.4
"['Comedy', 'Romance']",['日本語'],My Love Story!!,6.8
"['Animation', 'Documentary']",['English'],A Grand Night In: The Story of Aardman,8.0
"['Thriller', 'Action']",['한국어/조선말'],The Advocate: A Missing Body,7.3
"['Drama', 'Romance']",['日本語'],His Girlfriend,6.0
['Drama'],['Polski'],A Woman's Decision,0.0
"['Comedy', 'Drama', 'Romance']",['English'],Tru Loved,5.5
"['Crime', 'Mystery']",['English'],Perry Mason: The Case of the Lady in the Lake,6.0
"['Comedy', 'Romance', 'TV Movie']",['English'],Christmas List,7.1
"['Thriller', 'Horror']",['English'],City of Dead Men,4.8
['Animation'],['English'],The Ugly Duckling,6.6
"['Animation', 'Family']",['Pусский'],The Ugly Duckling,6.5
"['Comedy', 'Drama']",['English'],Five,7.4
"['Romance', 'Family']",['English'],Rodeo and Juliet,4.0
['Drama'],['English'],Iron Man,0.0
"['Comedy', 'Romance']",['English'],Pleasure Cruise,5.5
"['Thriller', 'Horror']",['English'],The Caretaker,4.2
['Horror'],['English'],The Crooked Man,4.7
"['Drama', 'Horror', 'Thriller']",['English'],The Road Builder,6.6
[],[],Wisdom of Changes - Richard Wilhelm and the I Ching,0.0
"['Mystery', 'Drama']",['English'],Perry Mason: The Case of the Lethal Lesson,5.0
['Drama'],[],Gabriel & Me,7.0
['Drama'],['English'],Barry,5.1
[],['Español'],La Santa Muerte,3.5
['Documentary'],[],Campaign of Hate: Russia and Gay Propaganda,10.0
['Comedy'],['Français'],Lou!,5.6
['Documentary'],['No Language'],Souvenir Strip of the Edison Kinetoscope,4.9
[],['Español'],¡A mí la legión!,4.5
"['Thriller', 'Crime', 'Drama']","['Deutsch', 'ελληνικά']",Wednesday 04:45,7.3
['Comedy'],['English'],Hurricane Bianca,6.3
"['Crime', 'Drama']",['ελληνικά'],Stratos,5.8
['Documentary'],[],Bella Vita,10.0
"['Action', 'Documentary', 'Adventure']",['English'],Bending Colours,4.3
['Comedy'],['Deutsch'],Kleinruppin forever,6.0
"['Comedy', 'Drama', 'War']",['Český'],The Elementary School,7.5
['Documentary'],[],Room Full of Spoons,0.0
"['Action', 'Adventure', 'Science Fiction']","['English', 'Português', 'Español']",Assassin's Creed,5.4
['Comedy'],['English'],Dr. Cabbie,5.7
"['Drama', 'Comedy']",['Français'],Wishin' and Hopin',4.0
"['Romance', 'Comedy']",['Español'],Our Lovers,6.9
"['Family', 'Drama']",['English'],Greater,7.5
"['Comedy', 'Drama', 'Family', 'Fantasy']",['English'],A Dog's Purpose,6.6
"['War', 'Drama']",['Český'],Long Live the Republic,8.3
[],['ελληνικά'],Casus Belli,7.0
"['Mystery', 'Drama']",['English'],The Schoolboy,0.0
['Drama'],['English'],The Cube,7.4
"['Comedy', 'Drama']",['עִבְרִית'],One Week and a Day,6.9
['Drama'],['हिन्दी'],Dangal,8.0
['Drama'],['English'],Hamlet at Elsinore,0.0
"['Crime', 'Drama', 'Mystery']",['English'],Perry Mason: The Case of the Musical Murder,7.5
['Horror'],['English'],Zombie Undead,2.0
"['War', 'Drama']",['Română'],Ecaterina Teodoroiu,0.0
['Thriller'],['한국어/조선말'],Blood and Ties,6.7
['Science Fiction'],['English'],The Darkest Dawn,4.0
['Documentary'],['suomi'],Tolonen,0.0
"['Crime', 'Drama', 'Mystery']",['English'],Perry Mason: The Case of the All-Star Assassin,4.0
['Family'],['Deutsch'],Jingle Bells,0.0
"['Drama', 'Mystery', 'Romance', 'Fantasy']",['Pусский'],The Master and Margarita,5.6
"['Drama', 'Mystery']",['Deutsch'],Bright Night,5.4
['Drama'],"['English', 'Italiano']",Manifesto,8.0
"['Drama', 'Mystery']",['English'],Perry Mason: The Case of the Silenced Singer,6.0
['Drama'],['English'],Jump,6.4
"['Drama', 'Documentary', 'Adventure']",['English'],A Space Program,0.0
[],[],Collective: Unconscious,7.0
['Mystery'],['English'],Perry Mason: The Case of the Defiant Daughter,5.0
"['Animation', 'Fantasy', 'Mystery']",['No Language'],Thunder,7.0
['Drama'],"['English', 'Français']",This Summer Feeling,6.4
"['Adventure', 'Family', 'Drama', 'Romance']",['English'],The Witching of Ben Wagner,6.5
"['TV Movie', 'Crime', 'Drama']",['English'],The Little Kidnappers,5.0
"['Action', 'Adventure', 'Comedy', 'Western', 'TV Movie']",['English'],The Over-the-Hill Gang,5.0
"['Comedy', 'Family']",['English'],A Christmas Eve Miracle,3.5
[],[],Maula Jat,10.0
[],[],Vehshi Jatt,0.0
"['Drama', 'History', 'Adventure']",['English'],September Eleven 1683,6.4
['Mystery'],['English'],Perry Mason: The Case of the Poisoned Pen,5.0
[],[],Hitlar,0.0
['Drama'],['हिन्दी'],"Master, Mistress, Servant",6.5
[],['Türkçe'],On Board,7.8
"['Comedy', 'Documentary', 'TV Movie']",['English'],George Carlin: Complaints & Grievances,7.8
"['Action', 'War', 'History']","['Deutsch', 'English']",Beyond Valkyrie: Dawn of the Fourth Reich,4.7
"['Family', 'Drama']",['Español'],Rara,7.0
"['Action', 'History', 'Adventure', 'Drama']",['广州话 / 廣州話'],The Guillotines,5.4
['Documentary'],['English'],Packed In A Trunk: The Lost Art of Edith Lake Wilkinson,0.0
['Drama'],['English'],"Bailout at 43,000",0.0
"['Romance', 'Comedy']","['Nederlands', 'Türkçe']",Marry Me,6.0
"['Drama', 'Comedy', 'Romance']",['Pусский'],Free Floating,4.5
"['Thriller', 'Action']","['Deutsch', 'English']",Collide,5.5
['Documentary'],[],Beep: A Documentary History of Game Sound,4.5
['Documentary'],['English'],Enter the Battlefield: Life on the Magic - The Gathering Pro Tour,6.5
"['Comedy', 'Animation']",['English'],Mower Minions,6.8
[],['No Language'],Motion Picture ('La sortie des ouvriers de l'usine Lumière à Lyon'),6.3
['Documentary'],['No Language'],Baby's Meal,5.4
['Documentary'],['No Language'],Panorama du grand Canal pris d'un bateau,5.7
['Documentary'],['No Language'],Demolition of a Wall,5.8
[],[],"Fifth Avenue, New York",5.0
[],[],Mounted Police Charge,4.0
['Documentary'],['No Language'],Mr. Edison at Work in His Chemical Laboratory,5.0
['Comedy'],['No Language'],The Boxing Cats (Prof. Welton's),6.3
['Documentary'],['No Language'],Sioux Ghost Dance,4.3
[],['No Language'],Sandow,5.0
[],['No Language'],Hadj Cheriff,3.5
['Documentary'],['No Language'],Annie Oakley,6.3
['Drama'],['No Language'],The Sick Kitten,5.3
[],['No Language'],A Morning Bath,4.4
[],[],Panorama of Esplanade by Night,10.0
['Documentary'],['No Language'],Black Diamond Express,6.0
[],[],Gold Rush Scenes in the Klondike,6.0
['Comedy'],['No Language'],An Interesting Story,6.5
[],[],The Lonedale Operator,6.5
"['Comedy', 'Family']","['English', 'Pусский']","Good Luck Charlie, It's Christmas!",6.0
['Horror'],['English'],Microwave Massacre,4.8
"['Comedy', 'Drama']",['Español'],María (y los demás),5.7
"['Crime', 'Drama', 'Thriller']","['العربية', 'English', '普通话']",Patriots Day,6.8
"['Thriller', 'Adventure', 'Drama']","['English', 'Bahasa indonesia']",Gold,6.6
"['Adventure', 'Drama']","['فارسی', 'English']","For a Moment, Freedom",5.6
"['Drama', 'Adventure']","['English', 'Deutsch']",Shadow of the Wolf,5.1
['Drama'],['한국어/조선말'],Tinker Ticker,6.8
['Documentary'],"['Français', 'Deutsch']",Seasons,6.5
"['Drama', 'Thriller']",['English'],Perry Mason: The Case of the Ruthless Reporter,6.0
[],[],Western Spaghetti,6.9
['Drama'],[],Sobriety,0.0
['Documentary'],"['English', 'Pусский', 'Український']",I Am Femen,5.0
['Comedy'],['English'],The Little Hours,5.9
['Horror'],[],First Born,5.5
[],[],Hercules: Zero to Hero,6.0
['Comedy'],[''],The Woman in the Septic Tank 2: Forever Is Not Enough,0.0
['Horror'],[''],Seclusion,7.5
"['Comedy', 'Romance']",[''],The Third Party,8.0
"['Fantasy', 'Adventure', 'Family']",[],Adventures in Dinosaur City,3.7
"['Animation', 'Comedy', 'Family', 'Science Fiction']","['Español', 'English']",Dexter's Laboratory: Ego Trip,7.4
"['Animation', 'Family', 'Comedy']","['English', 'Español']",Scary Godmother: Halloween Spooktakular,6.0
"['Foreign', 'Drama']",['한국어/조선말'],Top Star,8.0
"['Action', 'Drama', 'Foreign']",['普通话'],The Twelve Gold Medallions,6.8
"['Drama', 'Music']","['suomi', 'English']",Thru the Wire,4.8
"['Action', 'Crime']",['广州话 / 廣州話'],Big Bullet,7.3
"['Action', 'Comedy']","['广州话 / 廣州話', '普通话']",Eagle Shooting Heroes,7.0
['Comedy'],['English'],Jon Richardson Live: Nidiot,0.0
['Drama'],['English'],Milk,7.4
['Drama'],['English'],Dog,7.2
['Drama'],['English'],Wasp,7.1
"['Comedy', 'Romance']",['Español'],Why Blame It on the Child?,6.7
['Mystery'],['English'],Perry Mason: The Case of the Maligned Mobster,6.0
"['Action', 'Adventure', 'Science Fiction', 'Horror']",['English'],The Aftermath,4.7
"['Fantasy', 'Family', 'Comedy']",['English'],Munchie Strikes Back,3.0
"['Animation', 'Family', 'Adventure', 'Comedy']",['English'],Ballerina,7.1
[],[],How Sarah Got Her Wings,5.8
"['Drama', 'Action']",['English'],Shank,4.9
"['Drama', 'Fantasy']","['Deutsch', 'Español']","Raging Sun, Raging Sky",4.0
['Comedy'],['English'],Fist Fight,6.2
"['Action', 'Comedy', 'Science Fiction']",['English'],Monster Trucks,6.0
"['Action', 'Crime', 'Thriller']",['English'],Sleepless,5.8
"['Mystery', 'Thriller', 'Horror', 'Science Fiction']","['English', 'Deutsch']",A Cure for Wellness,6.0
"['Documentary', 'Drama']","['English', 'Italiano', 'Polski']",Beyond The Edge,7.1
"['Adventure', 'Fantasy', 'Romance']",['Pусский'],He's a Dragon,6.6
"['Drama', 'Thriller', 'Crime']",['English'],Perry Mason: The Case of the Glass Coffin,7.0
"['Drama', 'Romance', 'Foreign']","['广州话 / 廣州話', '普通话']",Beyond Our Ken,0.0
"['Thriller', 'Drama', 'Crime']","['English', 'Français']",Swept Under,4.4
"['Comedy', 'Drama', 'Family']",['English'],Red Dog: True Blue,5.9
"['Comedy', 'Adventure', 'Fantasy']",['English'],The Last Dragonslayer,5.9
['Documentary'],['English'],Don't Blink: Robert Frank,8.0
['Documentary'],[],Rock Hudson's Home Movies,5.0
"['Thriller', 'Horror', 'Mystery']","['Italiano', 'Slovenščina']",Across the River,4.9
['Mystery'],['English'],Perry Mason: The Case of the Fatal Fashion,6.0
"['Drama', 'Mystery', 'Thriller', 'Crime']",['English'],The Capture of the Green River Killer,7.3
"['Crime', 'Drama', 'Mystery', 'TV Movie']",['English'],Perry Mason: The Case of the Fatal Framing,5.0
"['Drama', 'Mystery']",['English'],Perry Mason: The Case of the Reckless Romeo,0.0
['Science Fiction'],['English'],Galaxy Hunter,5.0
['Drama'],['English'],All We Had,5.8
"['Thriller', 'TV Movie', 'Drama']","['English', 'Polski']",Poison Ivy: The Secret Society,4.2
['Documentary'],['English'],Superheroes: A Never-Ending Battle,8.0
['Comedy'],['English'],Garfunkel and Oates: Trying to be Special,7.7
"['Thriller', 'Drama', 'Crime']",['Français'],The Unknown Girl,5.9
"['Drama', 'Romance']",['Français'],Eternity,5.4
['Comedy'],['English'],Brian Posehn: The Fartist,7.4
['Comedy'],['English'],Billy Gardell: Halftime,0.0
"['Adventure', 'Comedy']",['svenska'],The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,6.5
"['History', 'Action', 'Drama']","['Norsk', 'Pусский']",Viking,5.1
"['Family', 'Animation', 'Fantasy']",['Pусский'],The Snow Queen 3: Fire and Ice,8.5
['Comedy'],['Español'],El taxi de los conflictos,0.0
"['Drama', 'Comedy']",[],Life of the Party,0.0
['Documentary'],['English'],Good Fortune,0.0
"['Mystery', 'Crime', 'Drama', 'Thriller']",['Türkçe'],Hunting Season,7.1
"['Drama', 'Comedy']",['Türkçe'],The Broken Landlord,8.4
['Fantasy'],['English'],Playing Beatie Bow,0.0
"['Drama', 'Comedy']",['Dansk'],The Man,0.0
['Drama'],"['Deutsch', 'Srpski']",My Beautiful Country,4.3
"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",['Pусский'],Sheep & Wolves,6.5
['Action'],"['English', 'Français']",The Gaul,2.9
['Drama'],['Nederlands'],Tonio,6.3
"['Drama', 'Family', 'Comedy']",['English'],A Street Cat Named Bob,7.5
"['Horror', 'Action', 'Comedy']",[],Mr. Vampire 2,7.0
['Western'],['English'],Brothers in Arms,2.7
"['Action', 'Adventure', 'Crime']",['English'],xXx: Return of Xander Cage,5.5
"['Horror', 'Thriller']",['English'],The Bye Bye Man,5.1
['Documentary'],[],Blood on the Mountain,8.7
"['Horror', 'Comedy', 'Drama', 'Thriller', 'Fantasy']",['English'],Prevenge,6.1
"['Action', 'Animation', 'Comedy', 'Family', 'Fantasy']",['English'],The Lego Batman Movie,7.2
"['Action', 'Documentary', 'Drama']","['English', 'Italiano']",The Beckoning Silence,6.7
"['Horror', 'Science Fiction', 'Thriller']",['English'],Closer to God,5.5
['Documentary'],['English'],Of Two Minds,8.0
[],[],Bigfootville,0.0
"['Action', 'Adventure', 'Animation', 'Science Fiction']",['English'],DC Showcase: Catwoman,6.5
"['Action', 'Animation', 'Science Fiction']",['English'],Batman Beyond Darwyn Cooke's Batman 75th Anniversary Short,7.7
"['Action', 'Animation']",['English'],Batman: Strange Days,7.5
"['Documentary', 'Animation']",['No Language'],Superman 75,7.4
[],['English'],Christmas Time In South Park,7.8
"['Animation', 'Comedy']",['English'],The Spirit of Christmas,7.7
"['Animation', 'Comedy', 'Thriller']",['English'],The Spirit of Christmas,7.0
['Comedy'],['English'],Trailer Park Boys: Say Goodnight to the Bad Guys,7.6
['Drama'],['English'],She's Too Young,5.4
"['Animation', 'Action']",['English'],Superman/Shazam!: The Return of Black Adam,7.1
['Comedy'],['English'],Swearnet Live,6.0
['Comedy'],[],Trailer Park Boys - Live in F**kin' Dublin,6.0
"['Mystery', 'Drama', 'Horror']",['English'],When the Bough Breaks,5.3
['Comedy'],"['English', 'Polski', 'Pусский']",Déjà vu,7.9
"['Comedy', 'Drama', 'Family']",['Pусский'],The Good Boy,5.1
"['Animation', 'Comedy']","['English', 'Français']","What's Opera, Doc?",7.6
"['History', 'Drama', 'Romance']","['Deutsch', 'Français']",Frantz,7.5
"['Horror', 'Comedy', 'Drama', 'Fantasy']",['English'],Lace Crater,4.8
['Comedy'],['English'],Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,7.1
['Documentary'],['English'],The 24 Hour War,7.8
"['Science Fiction', 'Thriller']",['English'],Deep Evil,3.3
"['Family', 'Comedy']",['Français'],Full Speed,5.8
['Documentary'],[],Fear of the Flesh: The Making of The Fly,8.0
"['Drama', 'Crime', 'Horror']",['English'],The Black Panther,5.5
['Drama'],[],Mothers of Men,0.0
['Drama'],"['Français', 'اردو']",A Wedding,6.3
"['Crime', 'Drama', 'Mystery', 'Thriller']",['English'],The Hollow,5.0
['Documentary'],['English'],Wizard Mode,7.0
['Comedy'],['Français'],The Ideal,5.3
"['Drama', 'Thriller']",['English'],Perry Mason: The Case of the Heartbroken Bride,0.0
"['Thriller', 'Horror']",['English'],The Unspoken,4.5
['Drama'],['English'],Bartleby,0.0
['Drama'],['English'],Freedom Road,3.5
"['Mystery', 'Crime', 'Thriller']",['Español'],The Invisible Guest,8.1
['Documentary'],['English'],How Videogames Changed the World,6.9
"['Drama', 'Mystery']",['English'],Perry Mason: The Case of the Skin-Deep Scandal,0.0
"['Mystery', 'Action', 'Adventure', 'Comedy']","['English', 'हिन्दी', '普通话', 'ภาษาไทย']",Kung Fu Yoga,5.9
"['War', 'History', 'Drama', 'Romance']","['English', 'हिन्दी']",Rangoon,7.0
"['Action', 'Comedy', 'Science Fiction']",['English'],Death Race 2050,3.7
['Comedy'],['Español'],The Night My Mother Killed My Father,6.3
